;article_number;count
0;2;5
1;3;4
2;5;3
3;4;2
4;17;2
5;46;1
6;20;1
7;54;1
8;39;1
9;29;1
10;36;1
11;7;1
12;10;1
13;28;1
14;6;1
15;63;1
16;27;1
17;1;1
18;18;1
